"","","","","",""
"21P31A0306","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","23","E","3"
"21P31A0306","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"21P31A0306","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"21P31A0306","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"21P31A0306","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","27","COMPLE","0"
"21P31A0306","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0306","R203103B","INDUSTRIAL ROBOTICS","22","F","0"
"21P31A0306","R203103H","OPERATIONS RESEARCH","22","F","0"
"21P31A0307","R2031031","THERMAL ENGINEERING-II","14","F","0"
"21P31A0307","R2031032","DESIGN OF MACHINE MEMBERS-I","14","F","0"
"21P31A0307","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","18","F","0"
"21P31A0307","R2031034","MACHINE TOOLS LAB","12","ABSENT","0"
"21P31A0307","R2031035","THERMAL ENGINEERING LAB","12","ABSENT","0"
"21P31A0307","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","ABSENT","0"
"21P31A0307","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","19","COMPLE","0"
"21P31A0307","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0307","R203103B","INDUSTRIAL ROBOTICS","22","F","0"
"21P31A0307","R203103H","OPERATIONS RESEARCH","22","F","0"
"21P31A0308","R2031031","THERMAL ENGINEERING-II","16","F","0"
"21P31A0308","R2031032","DESIGN OF MACHINE MEMBERS-I","19","E","3"
"21P31A0308","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","21","F","0"
"21P31A0308","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"21P31A0308","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"21P31A0308","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","B","2"
"21P31A0308","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","16","COMPLE","0"
"21P31A0308","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0308","R203103B","INDUSTRIAL ROBOTICS","20","F","0"
"21P31A0308","R203103H","OPERATIONS RESEARCH","20","F","0"
"21P31A0309","R2031031","THERMAL ENGINEERING-II","18","D","3"
"21P31A0309","R2031032","DESIGN OF MACHINE MEMBERS-I","20","E","3"
"21P31A0309","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","22","E","3"
"21P31A0309","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"21P31A0309","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"21P31A0309","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"21P31A0309","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","25","COMPLE","0"
"21P31A0309","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0309","R203103B","INDUSTRIAL ROBOTICS","21","E","3"
"21P31A0309","R203103H","OPERATIONS RESEARCH","22","D","3"
"21P31A0310","R2031031","THERMAL ENGINEERING-II","12","F","0"
"21P31A0310","R2031032","DESIGN OF MACHINE MEMBERS-I","17","F","0"
"21P31A0310","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","19","F","0"
"21P31A0310","R2031034","MACHINE TOOLS LAB","12","A","1.5"
"21P31A0310","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"21P31A0310","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","B","2"
"21P31A0310","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","17","COMPLE","0"
"21P31A0310","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0310","R203103B","INDUSTRIAL ROBOTICS","17","F","0"
"21P31A0310","R203103H","OPERATIONS RESEARCH","21","F","0"
"21P31A0311","R2031031","THERMAL ENGINEERING-II","16","F","0"
"21P31A0311","R2031032","DESIGN OF MACHINE MEMBERS-I","22","D","3"
"21P31A0311","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","22","C","3"
"21P31A0311","R2031034","MACHINE TOOLS LAB","12","A+","1.5"
"21P31A0311","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"21P31A0311","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","ABSENT","0"
"21P31A0311","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","28","COMPLE","0"
"21P31A0311","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0311","R203103B","INDUSTRIAL ROBOTICS","23","E","3"
"21P31A0311","R203103H","OPERATIONS RESEARCH","19","E","3"
"21P31A0312","R2031031","THERMAL ENGINEERING-II","15","F","0"
"21P31A0312","R2031032","DESIGN OF MACHINE MEMBERS-I","20","E","3"
"21P31A0312","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","21","F","0"
"21P31A0312","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"21P31A0312","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"21P31A0312","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A","2"
"21P31A0312","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","19","COMPLE","0"
"21P31A0312","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0312","R203103B","INDUSTRIAL ROBOTICS","16","E","3"
"21P31A0312","R203103H","OPERATIONS RESEARCH","20","E","3"
"21P31A0313","R2031031","THERMAL ENGINEERING-II","17","D","3"
"21P31A0313","R2031032","DESIGN OF MACHINE MEMBERS-I","19","F","0"
"21P31A0313","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","22","E","3"
"21P31A0313","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"21P31A0313","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"21P31A0313","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"21P31A0313","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","25","COMPLE","0"
"21P31A0313","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0313","R203103B","INDUSTRIAL ROBOTICS","18","E","3"
"21P31A0313","R203103H","OPERATIONS RESEARCH","23","D","3"
"21P31A0314","R2031031","THERMAL ENGINEERING-II","21","F","0"
"21P31A0314","R2031032","DESIGN OF MACHINE MEMBERS-I","15","F","0"
"21P31A0314","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","20","F","0"
"21P31A0314","R2031034","MACHINE TOOLS LAB","14","A","1.5"
"21P31A0314","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"21P31A0314","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","B","2"
"21P31A0314","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","25","COMPLE","0"
"21P31A0314","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0314","R203103B","INDUSTRIAL ROBOTICS","19","F","0"
"21P31A0314","R203103H","OPERATIONS RESEARCH","20","F","0"
"21P31A0315","R2031031","THERMAL ENGINEERING-II","19","F","0"
"21P31A0315","R2031032","DESIGN OF MACHINE MEMBERS-I","19","D","3"
"21P31A0315","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","21","D","3"
"21P31A0315","R2031034","MACHINE TOOLS LAB","13","A+","1.5"
"21P31A0315","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"21P31A0315","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"21P31A0315","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","22","COMPLE","0"
"21P31A0315","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0315","R203103B","INDUSTRIAL ROBOTICS","19","E","3"
"21P31A0315","R203103H","OPERATIONS RESEARCH","22","D","3"
"21P31A0316","R2031031","THERMAL ENGINEERING-II","20","F","0"
"21P31A0316","R2031032","DESIGN OF MACHINE MEMBERS-I","22","E","3"
"21P31A0316","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","25","E","3"
"21P31A0316","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"21P31A0316","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"21P31A0316","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"21P31A0316","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","20","COMPLE","0"
"21P31A0316","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0316","R203103B","INDUSTRIAL ROBOTICS","20","E","3"
"21P31A0316","R203103H","OPERATIONS RESEARCH","23","E","3"
"21P31A0317","R2031031","THERMAL ENGINEERING-II","18","F","0"
"21P31A0317","R2031032","DESIGN OF MACHINE MEMBERS-I","21","F","0"
"21P31A0317","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","22","F","0"
"21P31A0317","R2031034","MACHINE TOOLS LAB","14","A","1.5"
"21P31A0317","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"21P31A0317","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"21P31A0317","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","26","COMPLE","0"
"21P31A0317","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0317","R203103B","INDUSTRIAL ROBOTICS","17","F","0"
"21P31A0317","R203103H","OPERATIONS RESEARCH","23","F","0"
"21P31A0319","R2031031","THERMAL ENGINEERING-II","20","F","0"
"21P31A0319","R2031032","DESIGN OF MACHINE MEMBERS-I","21","F","0"
"21P31A0319","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","22","F","0"
"21P31A0319","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"21P31A0319","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"21P31A0319","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","B","2"
"21P31A0319","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","26","COMPLE","0"
"21P31A0319","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0319","R203103B","INDUSTRIAL ROBOTICS","20","F","0"
"21P31A0319","R203103H","OPERATIONS RESEARCH","22","F","0"
"21P31A0320","R2031031","THERMAL ENGINEERING-II","16","F","0"
"21P31A0320","R2031032","DESIGN OF MACHINE MEMBERS-I","21","E","3"
"21P31A0320","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","19","F","0"
"21P31A0320","R2031034","MACHINE TOOLS LAB","14","A","1.5"
"21P31A0320","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"21P31A0320","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"21P31A0320","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","22","COMPLE","0"
"21P31A0320","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0320","R203103B","INDUSTRIAL ROBOTICS","16","E","3"
"21P31A0320","R203103H","OPERATIONS RESEARCH","20","E","3"
"21P31A0321","R2031031","THERMAL ENGINEERING-II","15","F","0"
"21P31A0321","R2031032","DESIGN OF MACHINE MEMBERS-I","22","E","3"
"21P31A0321","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","21","E","3"
"21P31A0321","R2031034","MACHINE TOOLS LAB","12","A","1.5"
"21P31A0321","R2031035","THERMAL ENGINEERING LAB","14","A+","1.5"
"21P31A0321","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"21P31A0321","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","18","COMPLE","0"
"21P31A0321","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0321","R203103B","INDUSTRIAL ROBOTICS","21","E","3"
"21P31A0321","R203103H","OPERATIONS RESEARCH","20","F","0"
"21P31A0322","R2031031","THERMAL ENGINEERING-II","19","E","3"
"21P31A0322","R2031032","DESIGN OF MACHINE MEMBERS-I","21","F","0"
"21P31A0322","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","23","F","0"
"21P31A0322","R2031034","MACHINE TOOLS LAB","14","A","1.5"
"21P31A0322","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"21P31A0322","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"21P31A0322","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","24","COMPLE","0"
"21P31A0322","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0322","R203103B","INDUSTRIAL ROBOTICS","19","F","0"
"21P31A0322","R203103H","OPERATIONS RESEARCH","20","F","0"
"21P31A0323","R2031031","THERMAL ENGINEERING-II","21","D","3"
"21P31A0323","R2031032","DESIGN OF MACHINE MEMBERS-I","22","F","0"
"21P31A0323","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","25","D","3"
"21P31A0323","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"21P31A0323","R2031035","THERMAL ENGINEERING LAB","12","A","1.5"
"21P31A0323","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A","2"
"21P31A0323","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","25","COMPLE","0"
"21P31A0323","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0323","R203103B","INDUSTRIAL ROBOTICS","19","D","3"
"21P31A0323","R203103H","OPERATIONS RESEARCH","21","F","0"
"21P31A0324","R2031031","THERMAL ENGINEERING-II","17","F","0"
"21P31A0324","R2031032","DESIGN OF MACHINE MEMBERS-I","21","D","3"
"21P31A0324","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","20","E","3"
"21P31A0324","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"21P31A0324","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"21P31A0324","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A","2"
"21P31A0324","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","25","COMPLE","0"
"21P31A0324","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0324","R203103B","INDUSTRIAL ROBOTICS","20","E","3"
"21P31A0324","R203103H","OPERATIONS RESEARCH","24","E","3"
"21P31A0325","R2031031","THERMAL ENGINEERING-II","17","E","3"
"21P31A0325","R2031032","DESIGN OF MACHINE MEMBERS-I","20","E","3"
"21P31A0325","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","16","F","0"
"21P31A0325","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"21P31A0325","R2031035","THERMAL ENGINEERING LAB","10","B","1.5"
"21P31A0325","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A","2"
"21P31A0325","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","17","COMPLE","0"
"21P31A0325","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0325","R203103B","INDUSTRIAL ROBOTICS","19","E","3"
"21P31A0325","R203103H","OPERATIONS RESEARCH","20","ABSENT","0"
"21P31A0326","R2031031","THERMAL ENGINEERING-II","20","D","3"
"21P31A0326","R2031032","DESIGN OF MACHINE MEMBERS-I","21","F","0"
"21P31A0326","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","21","F","0"
"21P31A0326","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"21P31A0326","R2031035","THERMAL ENGINEERING LAB","13","A","1.5"
"21P31A0326","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A","2"
"21P31A0326","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","25","COMPLE","0"
"21P31A0326","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0326","R203103B","INDUSTRIAL ROBOTICS","20","D","3"
"21P31A0326","R203103H","OPERATIONS RESEARCH","22","F","0"
"21P31A0327","R2031031","THERMAL ENGINEERING-II","20","D","3"
"21P31A0327","R2031032","DESIGN OF MACHINE MEMBERS-I","23","E","3"
"21P31A0327","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","C","3"
"21P31A0327","R2031034","MACHINE TOOLS LAB","12","A","1.5"
"21P31A0327","R2031035","THERMAL ENGINEERING LAB","12","A","1.5"
"21P31A0327","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A","2"
"21P31A0327","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","24","COMPLE","0"
"21P31A0327","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0327","R203103B","INDUSTRIAL ROBOTICS","20","D","3"
"21P31A0327","R203103H","OPERATIONS RESEARCH","21","F","0"
"21P31A0328","R2031031","THERMAL ENGINEERING-II","13","F","0"
"21P31A0328","R2031032","DESIGN OF MACHINE MEMBERS-I","21","D","3"
"21P31A0328","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","20","D","3"
"21P31A0328","R2031034","MACHINE TOOLS LAB","14","A+","1.5"
"21P31A0328","R2031035","THERMAL ENGINEERING LAB","12","A","1.5"
"21P31A0328","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A","2"
"21P31A0328","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","25","COMPLE","0"
"21P31A0328","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0328","R203103B","INDUSTRIAL ROBOTICS","19","F","0"
"21P31A0328","R203103H","OPERATIONS RESEARCH","22","D","3"
"21P31A0329","R2031031","THERMAL ENGINEERING-II","21","D","3"
"21P31A0329","R2031032","DESIGN OF MACHINE MEMBERS-I","21","E","3"
"21P31A0329","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","23","D","3"
"21P31A0329","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"21P31A0329","R2031035","THERMAL ENGINEERING LAB","12","A","1.5"
"21P31A0329","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A+","2"
"21P31A0329","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","24","COMPLE","0"
"21P31A0329","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0329","R203103B","INDUSTRIAL ROBOTICS","22","D","3"
"21P31A0329","R203103H","OPERATIONS RESEARCH","23","E","3"
"21P31A0330","R2031031","THERMAL ENGINEERING-II","15","F","0"
"21P31A0330","R2031032","DESIGN OF MACHINE MEMBERS-I","19","F","0"
"21P31A0330","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","24","F","0"
"21P31A0330","R2031034","MACHINE TOOLS LAB","12","A","1.5"
"21P31A0330","R2031035","THERMAL ENGINEERING LAB","12","A","1.5"
"21P31A0330","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A","2"
"21P31A0330","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","25","COMPLE","0"
"21P31A0330","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0330","R203103B","INDUSTRIAL ROBOTICS","19","F","0"
"21P31A0330","R203103H","OPERATIONS RESEARCH","23","F","0"
"21P31A0331","R2031031","THERMAL ENGINEERING-II","19","F","0"
"21P31A0331","R2031032","DESIGN OF MACHINE MEMBERS-I","24","E","3"
"21P31A0331","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","23","F","0"
"21P31A0331","R2031034","MACHINE TOOLS LAB","13","A","1.5"
"21P31A0331","R2031035","THERMAL ENGINEERING LAB","11","B","1.5"
"21P31A0331","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","B","2"
"21P31A0331","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","23","COMPLE","0"
"21P31A0331","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0331","R203103B","INDUSTRIAL ROBOTICS","22","E","3"
"21P31A0331","R203103H","OPERATIONS RESEARCH","22","E","3"
"21P31A0332","R2031031","THERMAL ENGINEERING-II","18","F","0"
"21P31A0332","R2031032","DESIGN OF MACHINE MEMBERS-I","22","F","0"
"21P31A0332","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","23","F","0"
"21P31A0332","R2031034","MACHINE TOOLS LAB","12","A","1.5"
"21P31A0332","R2031035","THERMAL ENGINEERING LAB","12","A","1.5"
"21P31A0332","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","A","2"
"21P31A0332","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","24","COMPLE","0"
"21P31A0332","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0332","R203103B","INDUSTRIAL ROBOTICS","20","F","0"
"21P31A0332","R203103H","OPERATIONS RESEARCH","24","F","0"
"21P31A0333","R2031031","THERMAL ENGINEERING-II","19","E","3"
"21P31A0333","R2031032","DESIGN OF MACHINE MEMBERS-I","21","D","3"
"21P31A0333","R2031033","MACHINING, MACHINE TOOLS & METROLOGY","22","E","3"
"21P31A0333","R2031034","MACHINE TOOLS LAB","12","A","1.5"
"21P31A0333","R2031035","THERMAL ENGINEERING LAB","12","A","1.5"
"21P31A0333","R2031036","ADVANCED COMMUNICATION SKILLS LAB","0","B","2"
"21P31A0333","R2031037","PROFESSIONAL ETHICS AND HUMAN VALUES","25","COMPLE","0"
"21P31A0333","R2031038","EVALUATION OF SUMMER INTERNSHIP WHICH IS","0","A+","1.5"
"21P31A0333","R203103B","INDUSTRIAL ROBOTICS","21","E","3"
"21P31A0333","R203103H","OPERATIONS RESEARCH","21","E","3"
"21P31A0401","R2031041","ANALOG ICS AND APPLICATIONS","20","C","3"
"21P31A0401","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","22","C","3"
"21P31A0401","R2031043","DIGITAL COMMUNICATIONS","28","C","3"
"21P31A0401","R2031044","ANALOG ICS AND APPLICATIONS LAB","14","A","1.5"
"21P31A0401","R2031045","DIGITAL COMMUNICATIONS LAB","13","A+","1.5"
"21P31A0401","R2031046","DATA STRUCTURES USING JAVA LAB","0","A","2"
"21P31A0401","R2031047","INDIAN TRADITIONAL KNOWLEDGE","26","COMPLE","0"
"21P31A0401","R2031048","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A+","1.5"
"21P31A0401","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","22","B","3"
"21P31A0401","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","23","C","3"
"21P31A0402","R2031041","ANALOG ICS AND APPLICATIONS","16","ABSENT","0"
"21P31A0402","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","12","ABSENT","0"
"21P31A0402","R2031043","DIGITAL COMMUNICATIONS","11","ABSENT","0"
"21P31A0402","R2031044","ANALOG ICS AND APPLICATIONS LAB","0","ABSENT","0"
"21P31A0402","R2031045","DIGITAL COMMUNICATIONS LAB","0","ABSENT","0"
"21P31A0402","R2031046","DATA STRUCTURES USING JAVA LAB","0","ABSENT","0"
"21P31A0402","R2031047","INDIAN TRADITIONAL KNOWLEDGE","26","COMPLE","0"
"21P31A0402","R2031048","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","ABSENT","0"
"21P31A0402","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","12","ABSENT","0"
"21P31A0402","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","14","ABSENT","0"
"21P31A0403","R2031041","ANALOG ICS AND APPLICATIONS","14","E","3"
"21P31A0403","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","16","E","3"
"21P31A0403","R2031043","DIGITAL COMMUNICATIONS","18","D","3"
"21P31A0403","R2031044","ANALOG ICS AND APPLICATIONS LAB","12","C","1.5"
"21P31A0403","R2031045","DIGITAL COMMUNICATIONS LAB","11","B","1.5"
"21P31A0403","R2031046","DATA STRUCTURES USING JAVA LAB","0","A","2"
"21P31A0403","R2031047","INDIAN TRADITIONAL KNOWLEDGE","27","COMPLE","0"
"21P31A0403","R2031048","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","B","1.5"
"21P31A0403","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","14","E","3"
"21P31A0403","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","19","E","3"
"21P31A0404","R2031041","ANALOG ICS AND APPLICATIONS","18","D","3"
"21P31A0404","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","19","F","0"
"21P31A0404","R2031043","DIGITAL COMMUNICATIONS","19","D","3"
"21P31A0404","R2031044","ANALOG ICS AND APPLICATIONS LAB","12","B","1.5"
"21P31A0404","R2031045","DIGITAL COMMUNICATIONS LAB","11","A","1.5"
"21P31A0404","R2031046","DATA STRUCTURES USING JAVA LAB","0","A","2"
"21P31A0404","R2031047","INDIAN TRADITIONAL KNOWLEDGE","28","COMPLE","0"
"21P31A0404","R2031048","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","A","1.5"
"21P31A0404","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","15","F","0"
"21P31A0404","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","17","E","3"
"21P31A0405","R2031041","ANALOG ICS AND APPLICATIONS","19","D","3"
"21P31A0405","R2031042","ELECTROMAGNETIC WAVES AND TRANSMISSION L","18","F","0"
"21P31A0405","R2031043","DIGITAL COMMUNICATIONS","20","E","3"
"21P31A0405","R2031044","ANALOG ICS AND APPLICATIONS LAB","11","B","1.5"
"21P31A0405","R2031045","DIGITAL COMMUNICATIONS LAB","9","B","1.5"
"21P31A0405","R2031046","DATA STRUCTURES USING JAVA LAB","0","A","2"
"21P31A0405","R2031047","INDIAN TRADITIONAL KNOWLEDGE","25","COMPLE","0"
"21P31A0405","R2031048","SUMMER INTERNSHIP 2 MONTHS (MANDATORY) A","0","B","1.5"
"21P31A0405","R203104B","ELECTRONIC MEASUREMENTS AND INSTRUMENTAT","17","D","3"
"21P31A0405","R203105K","COMPUTER ORGANIZATION AND ARCHITECTURE","20","E","3"
"21P31A0406","R2031041","ANALOG ICS AND APPLICATIONS","20","E","3"
